"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:15BlympuVSfZFROojEMY2M","Don't Let Me Down (feat. Daya) - Illenium Remix","spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:6Dd3NScHWwnW6obMFbl1BH, spotify:artist:45eNHdiiabvmbp4erw26rg","The Chainsmokers, Daya, ILLENIUM","spotify:album:5yhNY3zM1Vx1oaL3GYTWIZ","Don't Let Me Down (Remixes) (feat. Daya)","spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:6Dd3NScHWwnW6obMFbl1BH","The Chainsmokers, Daya","2016-05-27","https://i.scdn.co/image/ab67616d0000b27317e91c66eac95d844e8595da","1","2","218933","https://p.scdn.co/mp3-preview/5dd2425607013b15ae665dd2cdc312be82596a3c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USQX91601626","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:02Z"
"spotify:track:0sdLzD6YytK2DXiChFXRyz","Out of My Mind (with ZOHARA)","spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh, spotify:artist:2JfoFQs5wPHgLz8wnJ4wL2","Gryffin, ZOHARA","spotify:album:2IAVHJdaRPFA6MQqXHoG75","Gravity","spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh","Gryffin","2019-10-24","https://i.scdn.co/image/ab67616d0000b2730e5311993a01fb2e7169f6a7","1","10","180129","https://p.scdn.co/mp3-preview/f2f0e771094297de4d39b56553af0f7be25f8080?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","USUM71920251","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:03Z"
"spotify:track:0iTI5FTB9iEUtcMdx9YyZS","Stronger","spotify:artist:3OKg7YbOIatODzkRIbLJR4, spotify:artist:0vC48gyflgfcrP6f50V9R8, spotify:artist:4DTbdShHu2RPYEEMUp2XWV","TheFatRat, Slaydit, Anjulie","spotify:album:1sf6fIA9xywLBVsKbYz0sJ","Stronger","spotify:artist:3OKg7YbOIatODzkRIbLJR4, spotify:artist:0vC48gyflgfcrP6f50V9R8, spotify:artist:4DTbdShHu2RPYEEMUp2XWV","TheFatRat, Slaydit, Anjulie","2019-06-24","https://i.scdn.co/image/ab67616d0000b27370a71a630e82020b916a7b92","1","1","205500","https://p.scdn.co/mp3-preview/88e0d37e78a00a0d8fcc3a00eefe3e2294e96c91?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","CA6D21900181","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:03Z"
"spotify:track:2iL0W5qi0ivZ9WRXbZ74cS","We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song","spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:0m2Wc2gfNUWaAuBK7URPIJ, spotify:artist:1X8wFHJFucBUmBc7spQ4jP","Martin Garrix, Bono, The Edge","spotify:album:06RhAj4FSp8YlDyrxulgbt","We Are The People (feat. Bono & The Edge) [Official UEFA EURO 2020 Song]","spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:0m2Wc2gfNUWaAuBK7URPIJ, spotify:artist:1X8wFHJFucBUmBc7spQ4jP","Martin Garrix, Bono, The Edge","2021-05-13","https://i.scdn.co/image/ab67616d0000b2739728116cc6fedb4ee270185b","1","1","217000","https://p.scdn.co/mp3-preview/2e9b1443a1923fdcf3ac6eff51322e247a9039a6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","NLM5S2101216","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:04Z"
"spotify:track:1lypBFGiKyft1PVgNp358Y","Homesick (feat. SOUNDR)","spotify:artist:16yUpGkBRgc2eDMd3bB3Uw, spotify:artist:0YnlfML5Nu6DrpCshXMH0X","MitiS, SOUNDR","spotify:album:14bud7QbOvXC0FhVBarz1y","Homesick (feat. SOUNDR)","spotify:artist:16yUpGkBRgc2eDMd3bB3Uw, spotify:artist:0YnlfML5Nu6DrpCshXMH0X","MitiS, SOUNDR","2021-02-12","https://i.scdn.co/image/ab67616d0000b2730013b1863f9bd54dd000f8dd","1","1","328275","https://p.scdn.co/mp3-preview/9fe7c779853e239c9697177f2bff829d160f903e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","GBEWA2100910","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:04Z"
"spotify:track:6kiauSlWtddVQx4JwJx51p","Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)","spotify:artist:7zfaArteqSs8YgCCmPrDK4, spotify:artist:6fxyWrfmjcbj5d12gXeiNV, spotify:artist:0huGjMyP507tBCARyzSkrv, spotify:artist:29gIYsdyccGoUc6qgkZeTK, spotify:artist:6QhPWkWn4HiqXP9b3OMLKI","DJ Khalil, Denzel Curry, Cordae, SWAVAY, Trevor Rich","spotify:album:35s58BRTGAEWztPo9WqCIs","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2018-12-14","https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f","1","12","219400","https://p.scdn.co/mp3-preview/cdbec32df9947bceed94c380d216492eafd26ed4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USUG11802779","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:04Z"
"spotify:track:15eWNa3kpCPKILbSvvzSWl","Speed Me Up (with Ty Dolla $ign, Lil Yachty & Sueco the Child)","spotify:artist:137W8MRPWKqSmrBGDBFSop, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq, spotify:artist:6icQOAFXDZKsumw3YXyusw, spotify:artist:4iDroUFo89Y7YBsdDTBmTD","Wiz Khalifa, Ty Dolla $ign, Lil Yachty, Sueco","spotify:album:09GInsudkisPoqLrcZikUI","Speed Me Up (with Ty Dolla $ign, Lil Yachty & Sueco the Child)","spotify:artist:137W8MRPWKqSmrBGDBFSop, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq, spotify:artist:6icQOAFXDZKsumw3YXyusw","Wiz Khalifa, Ty Dolla $ign, Lil Yachty","2020-01-24","https://i.scdn.co/image/ab67616d0000b273c3071c855faf7837a69297a2","1","1","214722","https://p.scdn.co/mp3-preview/6e9c0dd9d33727d40c14988c5ebd5414c1d23b4a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USAT22000221","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:05Z"
"spotify:track:7zBQRGpYImAdIZc97FNj3V","Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""","spotify:artist:5gCRApTajqwbnHHPbr2Fpi, spotify:artist:137W8MRPWKqSmrBGDBFSop, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq, spotify:artist:3qnMl4DHT4gndzFAcG4FlM, spotify:artist:23rBupd4zSysh9lAzsSFb0","Juicy J, Wiz Khalifa, Ty Dolla $ign, Kill The Noise, Madsonik","spotify:album:1wJ0LO5PnMZDTrWR2C7qQ8","Shell Shocked (feat. Kill the Noise & Madsonik) [From ""Teenage Mutant Ninja Turtles""]","spotify:artist:3C3RrU7G8jAZEP6X8YFCHC","Juicy J\, Wiz Khalifa & Ty Dolla $ign","2014-07-22","https://i.scdn.co/image/ab67616d0000b273abe98b7f16e9daf02961a180","1","1","206566","https://p.scdn.co/mp3-preview/7cd080163ad471944cbe41c18998bc5a6ad14299?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USAT21403010","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:05Z"
"spotify:track:61iwqR5Cyy71x82nruPBQX","Clout Chaser","spotify:artist:4DBLbQhhkjakBkjLK6qKbL, spotify:artist:7FpW8N5LjGW5twJaZPo3Pd, spotify:artist:4SPHlD2J1JYwOopqGumkFr","Ty Frankel, Kevin Beharry, Marcus Hilton Braveboy","spotify:album:6pq8InYTuT1wBU2lVAgn4B","Caribbean Vibes","spotify:artist:4DBLbQhhkjakBkjLK6qKbL, spotify:artist:4SPHlD2J1JYwOopqGumkFr, spotify:artist:7FpW8N5LjGW5twJaZPo3Pd","Ty Frankel, Marcus Hilton Braveboy, Kevin Beharry","2019-09-10","https://i.scdn.co/image/ab67616d0000b273390b34781c49010250ae545e","1","10","174967","https://p.scdn.co/mp3-preview/17a9f2c9df0f128ae3e378fb8d6eafff55340dc4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","US1st1948010","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:06Z"
"spotify:track:4JtNou0au2JU5hN6Lw2W9w","Chasing Legacy (From ""Fast & Furious: Spy Racers"")","spotify:artist:6eaTpXsq4COLIOczyJiWh0, spotify:artist:6NJ76YwhayxlWaCVMEzWIP","Shaylin B, Tha Vill","spotify:album:4etLh9wGpCcE9AgwlCtRYX","Chasing Legacy (From ""Fast & Furious: Spy Racers"")","spotify:artist:6eaTpXsq4COLIOczyJiWh0, spotify:artist:6NJ76YwhayxlWaCVMEzWIP","Shaylin B, Tha Vill","2019-12-13","https://i.scdn.co/image/ab67616d0000b2733f26fa757e78b28a39f75125","1","1","164602","https://p.scdn.co/mp3-preview/85d97bdaa0d6103b8282b543b8373a340f1dd264?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","USQ4E1905135","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:06Z"
"spotify:track:4esOae7i4rqTbAu9o5Pxco","Girl on Fire","spotify:artist:3DiDSECUqqY1AuBP8qtaIa","Alicia Keys","spotify:album:3zZSz5VOYSu0jE4MkPCOvN","Girl on Fire (Remixes) - EP","spotify:artist:3DiDSECUqqY1AuBP8qtaIa","Alicia Keys","2012-11-18","https://i.scdn.co/image/ab67616d0000b273a4fe49eb27e8152710e7a590","1","1","224920","https://p.scdn.co/mp3-preview/916d773784dcfeaf0a3f47b0c6b58101615a5700?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USRC11201015","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2021-08-05T23:53:06Z"
"spotify:track:2zr7Q1g34NO6VZrt2i1yfe","What I Want","spotify:artist:6n49lcX20SBZKYcQWfWclk","Bagsy","spotify:album:6YwWSvquL4VcMOkxWkb3QX","What I Want","spotify:artist:6n49lcX20SBZKYcQWfWclk","Bagsy","2019-02-22","https://i.scdn.co/image/ab67616d0000b273671bbbd4c85c51afc8caad7b","1","2","154493","https://p.scdn.co/mp3-preview/bb7bcb0398067942e5851665af45892f2b2ad696?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","US43C1610310","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:3YPlsrk0Voe8AOa1jyN891","Ain't My Fault - R3hab Remix","spotify:artist:1Xylc3o4UrD53lo9CvFvVg, spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ","Zara Larsson, R3HAB","spotify:album:2GmlMoRLlTxdQHpgrgaeAT","Ain't My Fault (R3hab Remix)","spotify:artist:1Xylc3o4UrD53lo9CvFvVg","Zara Larsson","2016-10-07","https://i.scdn.co/image/ab67616d0000b273a7dfd1463335cb9caf4495bf","1","1","158772","https://p.scdn.co/mp3-preview/06daa3d731cff130dad8253e8fa69d4f92fdb6f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","USSM11608093","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:6kex4EBAj0WHXDKZMEJaaF","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","spotify:artist:07YZf4WDAMNwqr4jfgOZ8y, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","Jason Derulo, Nicki Minaj, Ty Dolla $ign","spotify:album:2e5CxfyEwBW115beiwh7Mc","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","spotify:artist:07YZf4WDAMNwqr4jfgOZ8y, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","Jason Derulo, Nicki Minaj, Ty Dolla $ign","2017-02-23","https://i.scdn.co/image/ab67616d0000b2730d629b7dd61cb5d580acad39","1","1","216408","https://p.scdn.co/mp3-preview/9c1d97e992c06a30fc012de88e710ddbea9711c1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","USWB11700237","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:42ydLwx4i5V49RXHOozJZq","Scars To Your Beautiful","spotify:artist:2wUjUUtkb5lvLKcGKsKqsR","Alessia Cara","spotify:album:2AGNF8r2y8HL85yVk2bwmS","Know-It-All (Deluxe)","spotify:artist:2wUjUUtkb5lvLKcGKsKqsR","Alessia Cara","2016-03-11","https://i.scdn.co/image/ab67616d0000b2730a48794d471447a030998815","1","10","230226","https://p.scdn.co/mp3-preview/da7510a6987187086774a17a3f79cf6752ff1f87?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USUM71506811","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:1uMHCAyGmHqyygoNRuo7MV","edamame","spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz, spotify:artist:2IDLDx25HU1nQMKde4n61a","bbno$, Rich Brian","spotify:album:1YrACh9xDRGpjrkdWz4MfP","edamame","spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz","bbno$","2021-07-24","https://i.scdn.co/image/ab67616d0000b273545a202ab06885cf2c6621ca","1","1","133706","https://p.scdn.co/mp3-preview/ce9a847b365618c45c84340fe02d3a436963e106?cid=9950ac751e34487dbbe027c4fd7f8e99","true","26","QMUY42100151","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:4fHSwsnar5jcRxqYpRfdpc","Young & Relentless","spotify:artist:6yhD1KjhLxIETFF7vIRf8B","Against The Current","spotify:album:0nDpqGDg3ZsFWKCSPQE4M4","In Our Bones","spotify:artist:6yhD1KjhLxIETFF7vIRf8B","Against The Current","2016-05-20","https://i.scdn.co/image/ab67616d0000b2739d92c1661f5a7784808fabdb","1","6","202253","https://p.scdn.co/mp3-preview/448f3e951df96a89e63b02d6c9262d6a031cd92d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","USAT21600685","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:2j6dp68HFvdwNhOxzdanyC","Say Goodbye","spotify:artist:0okpgBQamDqOZazBeH0J3I, spotify:artist:2ipbBHbU59PKSeDXAgMpkd","Unknown Brain, Marvin Divine","spotify:album:71UNQ0AlF9JKXnTb677TR5","Say Goodbye","spotify:artist:0okpgBQamDqOZazBeH0J3I, spotify:artist:2ipbBHbU59PKSeDXAgMpkd","Unknown Brain, Marvin Divine","2019-11-09","https://i.scdn.co/image/ab67616d0000b273a39634c672cb7b70ba239f41","1","1","230117","https://p.scdn.co/mp3-preview/097762817ade21be3d10851294e223be2b999a64?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB2LD1900379","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:676eXXtx6I7yxaDfXvMpjK","Bye Bye (feat. Ivy Adara)","spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh, spotify:artist:43G7qlx7v7OGJJrUTXIqLq","Gryffin, Ivy Adara","spotify:album:2IAVHJdaRPFA6MQqXHoG75","Gravity","spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh","Gryffin","2019-10-24","https://i.scdn.co/image/ab67616d0000b2730e5311993a01fb2e7169f6a7","1","8","210351","https://p.scdn.co/mp3-preview/56611d4a2d990558a650d8714480d1352537b600?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USUM71820176","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:66YtIqT0kN4958EXnCnAmE","Legends Never Die - (Remix)","spotify:artist:47mIJdHORyRerp4os813jD, spotify:artist:7vk5e3vY1uw9plTHJAMwjN, spotify:artist:6yhD1KjhLxIETFF7vIRf8B, spotify:artist:0Ye4nfYAA91T1X56gnlXAA","League of Legends, Alan Walker, Against The Current, Mako","spotify:album:2cRJKhNgs1Snq7bV4ELLho","Legends Never Die (Remix)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-11-02","https://i.scdn.co/image/ab67616d0000b2731578debc0e6bb047dd20a02b","1","1","167173","https://p.scdn.co/mp3-preview/fdc2551d17b300e70ab89c17813ad1600889c9bd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","QMAF31500063","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:5RgBnDtHKFHgtVdqabjGE3","Harder (with Bebe Rexha)","spotify:artist:4Q6nIcaBED8qUel8bBx6Cr, spotify:artist:64M6ah0SkkRsnPGtGiRAbb","Jax Jones, Bebe Rexha","spotify:album:16H9XbDP9IxeyOohsXkKXb","Snacks","spotify:artist:4Q6nIcaBED8qUel8bBx6Cr","Jax Jones","2019-07-12","https://i.scdn.co/image/ab67616d0000b273bb3c162ddba09bfba12199ea","1","1","159760","https://p.scdn.co/mp3-preview/97ce8228b7fa0fa34bd06eb3c7548a347194eb76?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","GBUM71902928","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:4rIAqwhHGfWChQvQGYwEfR","Lost","spotify:artist:45eNHdiiabvmbp4erw26rg, spotify:artist:5ooIuCvSBl6Eo4cHixvB7x","ILLENIUM, Emilie Brandt","spotify:album:5rvIgXvAPGWspXY4rDLkeU","Awake","spotify:artist:45eNHdiiabvmbp4erw26rg","ILLENIUM","2017-09-21","https://i.scdn.co/image/ab67616d0000b273ad3b5398f9086d7f6e19331b","1","8","200000","https://p.scdn.co/mp3-preview/e1602df251c0feec1471906b6fdcc5bfa99db216?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USQY51766816","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:12KUFSHFgT0XCoiSlvdQi4","Break Free","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR, spotify:artist:2qxJFvFYMEDqd7ui6kSAcq","Ariana Grande, Zedd","spotify:album:6EVYTRG1drKdO8OnIQBeEj","My Everything (Deluxe)","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","2014-08-22","https://i.scdn.co/image/ab67616d0000b273deec12a28d1e336c5052e9aa","1","5","214840","https://p.scdn.co/mp3-preview/86e074aa8cf7cb9930b5c28415dc7b3a56e5d3ce?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","USUM71409719","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:2qS7S9ramy7bLIiM71eXVX","Try (feat. RØRY)","spotify:artist:16yUpGkBRgc2eDMd3bB3Uw, spotify:artist:7axZFTseO96HmG1u4ABDAI","MitiS, RØRY","spotify:album:0zb5kcAv2hIbkQpGiBa9UU","Lost","spotify:artist:16yUpGkBRgc2eDMd3bB3Uw","MitiS","2021-04-09","https://i.scdn.co/image/ab67616d0000b273c789f1ab2e94ca42d365dffb","1","2","252727","https://p.scdn.co/mp3-preview/1d2b956a2ae40c68321c17229355cdd27a3f93bc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","GBEWA2100060","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:16geeCnXrbiomV1IZ8Kudc","Back to Life - from ""Bumblebee""","spotify:artist:5p7f24Rk5HkUZsaS3BLG5F","Hailee Steinfeld","spotify:album:3sSEnG2RZGnZlTFwJwxPy4","Back to Life (from ""Bumblebee"")","spotify:artist:5p7f24Rk5HkUZsaS3BLG5F","Hailee Steinfeld","2018-11-02","https://i.scdn.co/image/ab67616d0000b2738815f48cb941d45a355b7e69","1","1","233858","https://p.scdn.co/mp3-preview/4403726de950c202632da1db41f727867335967f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USUM71818515","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:0b11D9D0hMOYCIMN3OKreM","Into Your Arms (feat. Ava Max)","spotify:artist:5ghnxpW47ojtLHHyTLdxdY, spotify:artist:4npEfmQ6YuiwW1GpUmaq3F","Witt Lowry, Ava Max","spotify:album:0boA7GUGSxOMWwdnnTR0yI","Into Your Arms (feat. Ava Max)","spotify:artist:5ghnxpW47ojtLHHyTLdxdY, spotify:artist:4npEfmQ6YuiwW1GpUmaq3F","Witt Lowry, Ava Max","2018-06-08","https://i.scdn.co/image/ab67616d0000b27378023ccce25da7ca56a479e9","1","1","186022","https://p.scdn.co/mp3-preview/bdb8e47f51b0280c493640f4ef938fbae78ce2f9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","72","USAT21802013","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:17Efhyf4A96n0EFXKeB7Ya","Crashing (feat. Bahari)","spotify:artist:45eNHdiiabvmbp4erw26rg, spotify:artist:0fs8oBR1rx7JIXZi75h7Uu","ILLENIUM, Bahari","spotify:album:60xcVwuQJAOyu11xf9mObS","ASCEND","spotify:artist:45eNHdiiabvmbp4erw26rg","ILLENIUM","2019-08-16","https://i.scdn.co/image/ab67616d0000b273529c6fa82d23f65076c1579b","1","8","230000","https://p.scdn.co/mp3-preview/daf3fc16fd9ba2e572435adaf04c4234affe434a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USUG11900002","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:20ICJSg5xQOqEwBaQ4ho9m","Crown","spotify:artist:3z97WMRi731dCvKklIf2X6","NEFFEX","spotify:album:6ULxci9j0mkXpqnn0BxmcX","Crown","spotify:artist:3z97WMRi731dCvKklIf2X6","NEFFEX","2017-05-17","https://i.scdn.co/image/ab67616d0000b273f082dcd1087e99de62fd0f9a","1","1","235200","https://p.scdn.co/mp3-preview/3624b5e5b237bef9a09503a6aa5faae623890a26?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","TCADB1752549","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:1tE9no1NyExKy7NCsg9ucW","Miracles (feat. Tina Stachowiak)","spotify:artist:2xW3pBjCngD69hC1wIUgjA, spotify:artist:1kGTLuWrXcKIc0ocyMAY7Y","Axel Johansson, Tina Stachowiak","spotify:album:0TwPndoJq61ceCJQ6rkhZx","Miracles (feat. Tina Stachowiak)","spotify:artist:2xW3pBjCngD69hC1wIUgjA, spotify:artist:1kGTLuWrXcKIc0ocyMAY7Y","Axel Johansson, Tina Stachowiak","2019-05-17","https://i.scdn.co/image/ab67616d0000b2731292bf793227da84c7d3e67b","1","1","191500","https://p.scdn.co/mp3-preview/77e22c6b9e05942c51f3528b57d3081a9547d87e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","DK4YA1905901","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:4wX3QCU2hWtuPiv8GSakrz","Where We Started","spotify:artist:157L8iTHgbdrKVxdQEXluh, spotify:artist:0NO8SsF6umjI3iQJzTycVF","Lost Sky, Jex","spotify:album:2yHTF5O7mfbguKoz4aPpmQ","Where We Started","spotify:artist:157L8iTHgbdrKVxdQEXluh, spotify:artist:0NO8SsF6umjI3iQJzTycVF","Lost Sky, Jex","2019-11-07","https://i.scdn.co/image/ab67616d0000b273a61f22690660bd5264495524","1","1","222005","https://p.scdn.co/mp3-preview/45601f925ab364ce694d0c1225f99af8036490ac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB2LD1900329","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:1HOlb9rdNOmy9b1Fakicjo","#SELFIE","spotify:artist:69GGBxA162lTqCwzJG5jLp","The Chainsmokers","spotify:album:3OeA4rJ9XJNAygyNyTc2sI","#SELFIE","spotify:artist:69GGBxA162lTqCwzJG5jLp","The Chainsmokers","2014-01-01","https://i.scdn.co/image/ab67616d0000b2733891d02ec1365af117584de3","1","1","183750","https://p.scdn.co/mp3-preview/6099c4eb39bcc9d1d04a3400cb7c78c3a235d4f3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USDM31400016","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:4ywvnllm7kpaXDsa1VNNpY","Stereo Hearts (feat. Adam Levine)","spotify:artist:4IJczjB0fJ04gs4uvP0Fli, spotify:artist:4bYPcJP5jwMhSivRcqie2n","Gym Class Heroes, Adam Levine","spotify:album:2gQZgqhCzkAZQ59Jv5V0Fq","The Papercut Chronicles II","spotify:artist:4IJczjB0fJ04gs4uvP0Fli","Gym Class Heroes","2011-11-15","https://i.scdn.co/image/ab67616d0000b27331afd4ae9536902070ef660b","1","4","210960","https://p.scdn.co/mp3-preview/a62b535109dff39bdcc859c6fd2160e927d4b1c9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USAT21101071","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:5YkmS18BehACOhIIeUqe6l","I Miss Myself (with HRVY)","spotify:artist:5jAMCwdNHWr7JThxtMuEyy, spotify:artist:28y6CyJNkGNjJQKrlx4AmN","NOTD, HRVY","spotify:album:0G0ho2sdOWIRRAh1PDTVFd","I Miss Myself (with HRVY)","spotify:artist:5jAMCwdNHWr7JThxtMuEyy, spotify:artist:28y6CyJNkGNjJQKrlx4AmN","NOTD, HRVY","2019-05-03","https://i.scdn.co/image/ab67616d0000b273c59ca0ffeef8d8a1790a936a","1","1","191611","https://p.scdn.co/mp3-preview/621f6f4c611480aa79aa98019ec8d341e5c7df4b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","SEUM71900229","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
"spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP","Heartbreak Anthem (with David Guetta & Little Mix)","spotify:artist:4sTQVOfp9vEMCemLw50sbu, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:3e7awlrlDSwF3iM0WBjGMp","Galantis, David Guetta, Little Mix","spotify:album:6kBuGNoOGE7uiPhN82dcJ1","Heartbreak Anthem (with David Guetta & Little Mix)","spotify:artist:4sTQVOfp9vEMCemLw50sbu, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:3e7awlrlDSwF3iM0WBjGMp","Galantis, David Guetta, Little Mix","2021-05-20","https://i.scdn.co/image/ab67616d0000b2731fcd19d56ad06561b76c1665","1","1","183725","https://p.scdn.co/mp3-preview/fc1aa9aa9e150cae0ad9c545a7f2ea1e3d1fc903?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","USAT22102165","spotify:user:s4qtgnvehi7qpn8onp0rlfro3","2022-05-28T04:33:21Z"
